"i0","simulated_y","y","actual_response","cutoff","beta0","beta1","beta2","delta","modified_covariate","x2","eta","probability","residual","score_intercept","score_x1","score_x2","design_norm","score_norm","tukey_argument","robust_weight"
74,0,0,TRUE,4.685061,-0.5,1,-0.5,-39.47,-39.5889925918435,0.042010562831985,-40.1099978732595,3.80582885472419e-18,-3.80582885472419e-18,-3.80582885472419e-18,1.506689303355e-16,-1.59885012229172e-19,39.601642634169,1.50717074231596e-16,1.50717074231596e-16,1
74,0,0,TRUE,4.685061,-0.5,1,-0.5,-39.46,-39.5789925918435,0.042010562831985,-40.0999978732595,3.84407807060791e-18,-3.84407807060791e-18,-3.84407807060791e-18,1.52144737479058e-16,-1.61491883316329e-19,39.5916458292983,1.52193377511681e-16,1.52193377511681e-16,1
74,0,0,TRUE,4.685061,-0.5,1,-0.5,-39.45,-39.5689925918435,0.042010562831985,-40.0899978732595,3.88271169750209e-18,-3.88271169750209e-18,-3.88271169750209e-18,1.53634990394725e-16,-1.63114903726395e-19,39.5816490260418,1.53684131679835e-16,1.53684131679835e-16,1
74,0,0,TRUE,4.685061,-0.5,1,-0.5,-39.44,-39.5589925918435,0.042010562831985,-40.0799978732595,3.92173359880166e-18,-3.92173359880166e-18,-3.92173359880166e-18,1.55139830382179e-16,-1.64754235762764e-19,39.5716522244007,1.55189478088527e-16,1.55189478088527e-16,1
74,0,0,TRUE,4.685061,-0.5,1,-0.5,-39.43,-39.5489925918435,0.042010562831985,-40.0699978732595,3.96114767672921e-18,-3.96114767672921e-18,-3.96114767672921e-18,1.56659400122162e-16,-1.66410043360004e-19,39.5616554243763,1.5670955947183e-16,1.5670955947183e-16,1
74,0,0,TRUE,4.685061,-0.5,1,-0.5,-39.42,-39.5389925918435,0.042010562831985,-40.0599978732595,4.00095787272539e-18,-4.00095787272539e-18,-4.00095787272539e-18,1.58193843689967e-16,-1.68082492100255e-19,39.5516586259697,1.58244519958921e-16,1.58244519958921e-16,1
74,0,0,TRUE,4.685061,-0.5,1,-0.5,-39.41,-39.5289925918435,0.042010562831985,-40.0499978732595,4.04116816784302e-18,-4.04116816784302e-18,-4.04116816784302e-18,1.59743306569061e-16,-1.69771749229787e-19,39.5416618291823,1.59794505087705e-16,1.59794505087705e-16,1
74,0,0,TRUE,4.685061,-0.5,1,-0.5,-39.4,-39.5189925918435,0.042010562831985,-40.0399978732595,4.08178258314506e-18,-4.08178258314506e-18,-4.08178258314506e-18,1.61307935664825e-16,-1.71477983675717e-19,39.5316650340151,1.61359661818567e-16,1.61359661818567e-16,1
74,0,0,TRUE,4.685061,-0.5,1,-0.5,-39.39,-39.5089925918435,0.042010562831985,-40.0299978732595,4.1228051801069e-18,-4.1228051801069e-18,-4.1228051801069e-18,1.62887879318458e-16,-1.73201366062914e-19,39.5216682404695,1.62940138548274e-16,1.62940138548274e-16,1
74,0,0,TRUE,4.685061,-0.5,1,-0.5,-39.38,-39.4989925918435,0.042010562831985,-40.0199978732595,4.16424006102244e-18,-4.16424006102244e-18,-4.16424006102244e-18,1.64483287320983e-16,-1.74942068731052e-19,39.5116714485467,1.64536085123995e-16,1.64536085123995e-16,1
74,0,0,TRUE,4.685061,-0.5,1,-0.5,-39.37,-39.4889925918435,0.042010562831985,-40.0099978732595,4.20609136941433e-18,-4.20609136941433e-18,-4.20609136941433e-18,1.66094310927419e-16,-1.7670026575185e-19,39.5016746582479,1.66147652857469e-16,1.66147652857469e-16,1
74,0,0,TRUE,4.685061,-0.5,1,-0.5,-39.36,-39.4789925918435,0.042010562831985,-39.9999978732595,4.24836329044821e-18,-4.24836329044821e-18,-4.24836329044821e-18,1.67721102871065e-16,-1.78476132946473e-19,39.4916778695743,1.67774994539305e-16,1.67774994539305e-16,1
74,0,0,TRUE,4.685061,-0.5,1,-0.5,-39.35,-39.4689925918435,0.042010562831985,-39.9899978732595,4.29106005135145e-18,-4.29106005135145e-18,-4.29106005135145e-18,1.69363817377946e-16,-1.80269847903121e-19,39.4816810825272,1.69418264453431e-16,1.69418264453431e-16,1
74,0,0,TRUE,4.685061,-0.5,1,-0.5,-39.34,-39.4589925918435,0.042010562831985,-39.9799978732595,4.33418592183572e-18,-4.33418592183572e-18,-4.33418592183572e-18,1.71022610181388e-16,-1.82081589994784e-19,39.4716842971079,1.71077618391669e-16,1.71077618391669e-16,1
74,0,0,TRUE,4.685061,-0.5,1,-0.5,-39.33,-39.4489925918435,0.042010562831985,-39.9699978732595,4.37774521452404e-18,-4.37774521452404e-18,-4.37774521452404e-18,1.72697638536737e-16,-1.83911540397184e-19,39.4616875133174,1.72753213668469e-16,1.72753213668469e-16,1
74,0,0,TRUE,4.685061,-0.5,1,-0.5,-39.32,-39.4389925918435,0.042010562831985,-39.9599978732595,4.42174228538192e-18,-4.42174228538192e-18,-4.42174228538192e-18,1.74389061236219e-16,-1.85759882106882e-19,39.4516907311572,1.74445209135768e-16,1.74445209135768e-16,1
74,0,0,TRUE,4.685061,-0.5,1,-0.5,-39.31,-39.4289925918435,0.042010562831985,-39.9499978732595,4.46618153415313e-18,-4.46618153415313e-18,-4.46618153415313e-18,1.76097038623952e-16,-1.87626799959591e-19,39.4416939506284,1.76153765198016e-16,1.76153765198016e-16,1
74,0,0,TRUE,4.685061,-0.5,1,-0.5,-39.3,-39.4189925918435,0.042010562831985,-39.9399978732595,4.51106740479962e-18,-4.51106740479962e-18,-4.51106740479962e-18,1.77821732611103e-16,-1.89512480648654e-19,39.4316971717323,1.77879043827331e-16,1.77879043827331e-16,1
74,0,0,TRUE,4.685061,-0.5,1,-0.5,-39.29,-39.4089925918435,0.042010562831985,-39.9299978732595,4.55640438594579e-18,-4.55640438594579e-18,-4.55640438594579e-18,1.79563306691181e-16,-1.91417112743708e-19,39.4217003944701,1.79621208578805e-16,1.79621208578805e-16,1
74,0,0,TRUE,4.685061,-0.5,1,-0.5,-39.28,-39.3989925918435,0.042010562831985,-39.9199978732595,4.60219701132757e-18,-4.60219701132757e-18,-4.60219701132757e-18,1.81321925955499e-16,-1.93340886709551e-19,39.4117036188431,1.81380424605968e-16,1.81380424605968e-16,1
